40.65000, -74.02500, 40.65500, -74.02000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -74.02000, 40.65500, -74.01500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -74.01500, 40.65500, -74.01000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -74.01000, 40.65500, -74.00500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -74.00500, 40.65500, -74.00000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -74.00000, 40.65500, -73.99500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.99500, 40.65500, -73.99000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.99000, 40.65500, -73.98500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.98500, 40.65500, -73.98000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.98000, 40.65500, -73.97500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.97500, 40.65500, -73.97000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.97000, 40.65500, -73.96500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.96500, 40.65500, -73.96000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.96000, 40.65500, -73.95500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.95500, 40.65500, -73.95000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.95000, 40.65500, -73.94500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.94500, 40.65500, -73.94000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.94000, 40.65500, -73.93500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.93500, 40.65500, -73.93000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.93000, 40.65500, -73.92500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.92500, 40.65500, -73.92000, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.92000, 40.65500, -73.91500, 0.705, 1.000, 0.262, 1.000, 0.021
40.65000, -73.91500, 40.65500, -73.91000, 0.705, 1.000, 0.262, 1.000, 0.021
